text,label,split
NAME:,question,train
COMMENTS:,question,train
none,answer,train
DIVISION,question,train
COMMENTS,question,train
yes,answer,train
RESEARCH COMPLETED OR IN PROGRESS WHICH HAS POSSIBILITIES FOR PRESENTATION OR PUBLICATION,header,train
Ronald. W Davis,answer,train
Analytical- Radiochemistry,answer,train
NATURE OF WORK:,question,train
Total aldehyde analysis in cigarette mainstream ,answer,train
PRESENT STATUS OF WORK (Cite progress reports where appropriate),question,train
Techniques worked out,answer,train
and reported for pure aldehyde samples; must be adapted for cigarette mainstream smoke by further laboratory work,answer,train
HAS WORK BEEN REPORTED IN MANUSCRIPT ,question,train
"IF SO, GIVE DATE AND TITLE:",question,train
MBTH- reagent for analysis of aliphatic aldehydes 7 / 5 / 67,answer,train
NAMES OF OTHER PERSONS COLLABORATING IN WORK:,question,train
L. W. McDowell,answer,train
ESTIMATE OF TIME NEEDED TO COMPLETE WORK:,question,train
approximately one month,answer,train
ESTIMATE OF TIME NEEDED TO PREPARE MANUSCRIPT FOR PRESENTATION:,question,train
several weeks after completion,answer,train
ESTIMATE OF TIME NEEDED TO PREPARE MANUSCRIPT FOR PUBLICATION:,question,train
several weeks after completion of work,answer,train
SCIENTIFIC METING OF CHOICE:,question,train
none as yet,answer,train
SCIENTIFIC JOURNAL OF CHOICE:,question,train
Tobacco Science,answer,train
COMMENTS BY MANAGER OR DIRECTOR,question,train
DOES WORK MERIT PUBLICATION?,question,train
CAN TIME BE SPARED FOR COMPLETION?,question,train
been with applicability,answer,train
may provide a technique.,answer,train
Date,question,train
Signature,question,train
From,header,train
To,header,train
NOTE:,question,train
3,answer,train
2,answer,train
,answer,train
A. T. Co. Tar & Nicotine Change Form,header,train
7/ 24/ 90,answer,train
CARLTON 100's FMSP,answer,train
Brand & Style,question,train
Tar (Mg /Cigt),question,train
Nicotine (Mg /Cigt),question,train
Tar (Mg /Cigt),question,train
Nicotine (Mg/ /Cigt),question,train
0 .2,answer,train
0 .3,answer,train
Use Separate Form For Each Change,answer,train
NICOTINE:,question,train
NONMENTHOL:,question,train
NONFILTER:,question,train
1985,answer,train
King,answer,train
20's,answer,train
X,answer,train
X,answer,train
"2,303",answer,train
"3,890",answer,train
741,answer,train
"71,445",answer,train
193,answer,train
-,answer,train
"12,787",answer,train
"95,614",answer,train
"291,095",answer,train
"155,718",answer,train
"476,722",answer,train
"85,208",answer,train
"26,055",answer,train
"1,221,771",answer,train
CIGARETTE REPORT FORM,header,train
(1) YEAR COVERED:,question,train
(2) BRAND FAMILY NAME:,question,train
(3) VARIETY DESCRIPTION,question,train
(4) PRODUCT LENGTH:,question,train
(5) FILTER:,question,train
(6) HARD PACK,question,train
SOFT PACK:,question,train
(7) MENTHOL:,question,train
(8) PACK SIZE SOLD:,question,train
"(9) ""TAR"":",question,train
(10) VARIETY UNIT SALES:,question,train
(11) VARIETY DOLLAR SALES:,question,train
(12) FIRST SALES DATE:,question,train
LAST SALES DATE:,question,train
REPORTABLE EXPENDITURES,header,train
(13) CAT- A- EXPENSES:,question,train
(14) CAT- B- EXPENSES:,question,train
(15) CAT- C- EXPENSES:,question,train
(16) CAT- D- EXPENSES:,question,train
(17) CAT- E- EXPENSES,question,train
(18) CAT- F- EXPENSES:,question,train
(19) CAT- G- EXPENSES:,question,train
(20) CAT- H- EXPENSES:,question,train
(21) CAT- I- EXPENSES:,question,train
(22) CAT- J- EXPENSES:,question,train
(23) CAT- K- EXPENSES:,question,train
(24) CAT- L- EXPENSES:,question,train
(25) CAT- M- EXPENSES:,question,train
(26) TOTAL REPORTABLE EXPENDITURES FOR VARIETY:,question,train
LUCKY STRIKE,answer,train
"Low tar, king size, filter, hard pack",answer,train
(check one),answer,train
(check one),answer,train
0.8 mg (Jan. '85 Report),answer,train
X (check one),answer,train
11 mg,answer,train
"238,282",answer,train
"6,117,778",answer,train
PROJECT,question,train
OBJECTIVE:,question,train
DATE:,question,train
BTF,answer,train
-,answer,train
To:,question,train
Files,answer,train
CONFIDENTIAL,other,train
EPB:,question,train
cc:,question,train
ODL,answer,train
PROJECT INITIATION FORM,header,train
"September 16, 1980",answer,train
PROJECT CODE:,question,train
PROJECT NAME:,question,train
PROJECT LEADER:,question,train
WORK REQUESTED BY:,question,train
E. P. Barbee,answer,train
"R. S. Sprinkle, III",answer,train
To develop cigarette Cigarette to utilize a filter tip with longitudinal grooves from the mouth end to the tobacco end in con- junction with perforated tipping paper.,answer,train
OTHER PERSONNEL ASSIGNED:,question,train
"J. E. Mann, Jr.",answer,train
D. E. Cawthon,answer,train
Approved by:,question,train
"R. S. Sprinkle, III",answer,train
BMC/RMI/EPB JEM/DEC PRC/DRB,answer,train
Date,question,train
Marketing,answer,train
Mann,answer,train
Project Initiation Form,header,train
"November 15, 1968",answer,train
CST- N- 68,answer,train
Project Code,question,train
Project Name,question,train
Charcoal Smoking Tobacco,answer,train
Project Leader,question,train
Work Requested by,question,train
Project Objective,question,train
A pipe tobacco containing activated charcoal - must show vapor phase reduction.,answer,train
Smoking Deval Tobacco ,other,train
Other personnel assigned,question,train
Analytical Section is doing most of the work on vapor phase.,answer,train
PDL and John Brooks preparing charocal impregnated RC.,answer,train
Estimated Man Hours for Completion,question,train
COMPOUND,question,train
SOURCE:,question,train
INVESTIGATOR(S),question,train
SIGNATURE(S),question,train
LORILLARD,question,train
NO,question,train
REPORTED:,question,train
LOT,question,train
NO.,question,train
CONCLUSION,question,train
TA98,header,train
TA100,header,train
TA1535,header,train
TESTED,question,train
SOLVENT,header,train
DMSC,question,train
☑,answer,train
50,answer,train
80,answer,train
100,answer,train
.5,answer,train
.90,answer,train
.96,answer,train
.92,answer,train
.85,answer,train
.88,answer,train
.97,answer,train
.92,answer,train
.92,answer,train
.79,answer,train
.83,answer,train
.97,answer,train
500,answer,train
250,answer,train
125,answer,train
4,answer,train
2,answer,train
.86,other,train
.30,other,train
00836244,other,train
,other,train
AMES ASSAY FOR MUTAGENICITY,header,train
"2, 4- Dihydroxypyridine",answer,train
Lorillard - Organic Chemistry,answer,train
OR61 -2,answer,train
DATE RECEIVED,question,train
9 /3 /80,answer,train
9 /10 /80 -10 /10 /80,answer,train
10 /10 /80,answer,train
H. S. Tong & A. A. Poole,answer,train
NOTEBOOK PAGE,question,train
BIO7 -24,answer,train
,answer,train
TOXICITY (% SURVIVAL),question,train
CONCENTRATION 1mgimit,question,train
☐ OTHER,question,train
☐ WATER,question,train
S. TYPHIMURIUM,question,train
CONTROL AFVERTANTS PER PLATE (0.05 ml SOLVENT),question,train
(-) 9,question,train
(+) ,question,train
,question,train
(+) ,question,train
(-) ,question,train
(+) ,question,train
(-) ,question,train
(+) ,question,train
4 .67,answer,train
8 .00,answer,train
123 .00,answer,train
135 .33,answer,train
3 .33.33,answer,train
16 .00,answer,train
1. 00,answer,train
COMPOUND (US plate),question,train
REVERSION RATE (TEST REVERSANTS/CONTROL REVERTANTS PER PLATE,question,train
POSTIVE CONTROL (ug plate),question,train
2- AMINOANTHHACENE,question,train
1. 20,other,train
8 .63,other,train
1 .39,other,train
7 .26,other,train
1 .80,other,train
27 .69,other,train
24 .13,other,train
6 .07,other,train
1 .24,other,train
4 .75,other,train
This compound is judged non mutagenic in this test system.,answer,train
Copies to the following:,question,train
Dr. H. J. Minnemeyer Ms. L. B. Gray,answer,train
FORM (5/80),other,train
LORILLARD RESEARCH CENTER,other,train
00836816,other,train
SIGNATURE,question,train
DATE,question,train
TO,header,train
A30,answer,train
pH,question,train
ORAL,question,train
SOLUBILITY,question,train
COMPOUND PHYSICAL PARAMETERS,header,train
LRC FILE NUMBER,question,train
LOT NUMBER,question,train
PHYSICAL STATE,question,train
Clear Colorless liquid,answer,train
"The pH of a 50 % concentration of A30 in (52.6% dioxane/ water was calculated to be 8.13 at 24 C according to the extrapolation procedures by Dr. P. D. Schickedantz, Lorillard Research Center Accession Number 1662, Reference OR 83- 81.",answer,train
(See SOE for Biological Solutions),answer,train
Reference OR 100- 32 . 5g A30 soluble in .5 mL corn oil at room temperature.,answer,train
ACUTE CARDIOVASCULAR,question,train
(See SOP for Determination of Solubility of Materials for Acute Cardiovascular and Respiratory Effects Study in Beagle Dogs) Reference OR 100- 32 .2 mg A30 soluble in .5 mL 10 % propylene glycol solution at 38 C. Add A30 to warm (38 C) propylene glycol; add warm water to make 10 % propylene glycol solution.,answer,train
Refrig erate in amber bottle at no more than 8 C.,answer,train
STORAGE RECOMMENDATIONS,question,train
COMPOUND SENSITIVE,header,train
☐ AIR,question,train
☐ HEAT,question,train
☐ MOISTURE,question,train
☐ OTHER,question,train
SAFETY COMMENTS SUGGESTED- PROCEDURES),other,train
LORILL ARD RESEARCH CENTER,other,train
,answer,train
8/ 10/ 82,answer,train
FORM ,other,train
CLASS,question,train
A32,answer,train
SOLUBILITY,question,train
WATER,answer,train
OTHER,answer,train
MEASURED,answer,train
SALT,answer,train
BASE,answer,train
ACID,answer,train
REACTIVITY,header,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANCED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
UNCHANGED,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
DECOMPOSITION,answer,train
00837285,other,train
AIR,answer,train
HEAT,answer,train
LIGHT,answer,train
MOISTURE,answer,train
OTHER,answer,train
COMMENTS,question,train
SIGNATURE,question,train
DATE,question,train
,answer,train
11/1381,answer,train
g100ml,answer,train
AMOUNT,question,train
OTHER,answer,train
ESTIMATED,answer,train
24,other,train
DATE,question,train
ADDENDUM II,other,train
COMPOUND PHYSICAL PARAMETERS,header,train
LRC COMPOUND CODE,question,train
MOLECULAR WEIGHT,question,train
200. 29,answer,train
WITHOUT HEATING,question,train
DESCRIPTION OF REACTIVITY,header,train
WITH HEATING (80C),question,train
1) WATER or BRINE:,question,train
2) 5% HCL,question,train
3) 5% NaOH:,question,train
4) ALCOHOLS:,question,train
5) OXYGEN:,question,train
6) LIGHT:,question,train
SAFETY COMMENTS (SUGGESTED HANDLING PROCEDURE),other,train
CHEMICAL PURITY,question,train
ANALYTICAL METHOD(S),question,train
STORAGE RECOMMENDATIONS,question,train
NORMAL STORAGE,answer,train
COMPOUND SENSITIVE TO,question,train
X SPECIAL STORAGE Refrigerate in amber bottle at no more than * C,other,train
"pH- The pH of a 50% concentration of A32 in a 52.6% dioxane/water solution was calculated to be 2.92 at 22°C according to the extra- polation procedures by Dr. P. D. Schickedantz, Lorillard Research Center Accession No. 1662, Reference OR 83- 125.",answer,train
Solubility (See SOP for Biological Solutions),answer,train
Oral- 5g A32 forms a suspension with stirring in 10 ml 1% Tween 80 at room temperature. Reference OR 72- 151.,answer,train
Acute Cardiovascular- Mix 2 mg A32 with 0.2 ml 80% propylene glycol and grind lightly. Add 0.8 ml saline solution. A32 is a suspension in this mixture at room temperature. Reference OR 72- 152.,answer,train
LORILLARD RESEARCH CENTER,question,train
Johnson,answer,train
FORM ,other,train
NAME,question,train
STRUCTURE,question,train
II,answer,train
COMMENTS,question,train
A41,answer,train
00838511,other,train
DATE,question,train
DECISION TREE ESTIMATION OF TOXIC RISK,header,train
"Paul Schickedantz, Jack Reid",answer,train
12- 4- 80,answer,train
COMPOUND NAME,question,train
2-Hydroxycyclododecanone,answer,train
OH O,answer,train
ESTIMATED TOXICITY CLASS,question,train
LORILLARD COMPOUND CODE NUMBER,question,train
This carbocyclic keto alcohol was placed in estimated toxicity class II due to the direct attachment of the ketone to the cyclic nucleus.,answer,train
LORILLARD RESEARCH CENTER,other,train
FORM 1 (580),other,train
TYPE,header,train
COMBINED,question,train
☑,header,train
NAME,question,train
NAME,question,train
COMPOUND,question,train
B73,answer,train
DATE,question,train
N/A,answer,train
DATES,question,train
REVIEWED,question,train
00851772,other,train
II.,question,train
(cont'd),question,train
Toxline,question,train
1929-1966,answer,train
INFORMATION SEARCH SUMMARY,header,train
CHEMICAL ☐,question,train
BIOLOGICAL ☐,question,train
"May 27, 1982",answer,train
Valerian Fluid Extract,answer,train
Jimmy Bell,answer,train
LORILLARD COMPOUND CODE,question,train
REGISTRY NUMBER (IF applicable),question,train
LITERATURE SURVEYED,question,train
Registry of the Toxic Effects of Chemicals,question,train
1974- Jan. 1982 to Dec. 1981,answer,train
1957- Dec. 1981,answer,train
LORILLARD RESEARCH CENTER,other,train
FORM ,other,train
III. SUPPLEMENTAL LITERATURE SEARCH Chemical Abstracts Vol. 23 - Vol. 65 Arctander' s Perfume and Flavor Materials of Natural Origin (1960) Guenther' s Monographs on Fragrance Raw Materials (1979) Tobacco Abstracts U. S. Dispensatory 23rd edition (1943),question,train
Jimmy H. Bell B. Sc. Scientist,question,train
Ann C. Stringfield Literature M.L.S. Chemist,other,train
Date,question,train
5-13-81,answer,train
Subject,question,train
Date,question,train
5-13-81,answer,train
Method,question,train
☑,answer,train
increased,question,train
decreased,question,train
00851879,other,train
Verbal Phone,answer,train
(Means of communication),answer,train
Estimated cost of the study will be:,header,train
not affected,question,train
Description of change order:,question,train
"The change was made so the protocol more closely conforms with the proposed regulations as stated in the Federal Register, Vol. 44, No. 145, 772.112-24 Primary Eye Irritation Study.",other,train
"Twenty- four to 30 hours prior to dosing, both eyes of each rabbit will be examined by an experienced investigator using a slit lamp biomicroscope.",other,train
Section III A. 2nd paragraph- the first sentence is to be changed to read as follows:,question,train
19 MAY 26 1981,other,train
ADDENDUM I DAWSON RESEARCH CORPORATION Protocol Change Order No. 1,header,train
Protocol LRC-5A,other,train
Change in the time of the Pre- dose Biomicroscopic Examination,answer,train
Authorized by,question,train
Dr. Connie Stone,answer,train
Authorized to,question,train
Mr. Charles Burns,answer,train
Sponsor Signature,other,train
Study Director Signature,other,train
,other,train
4,answer,train
3212,other,train
"D,",other,train
Sereta,other,train
B121,other,train
SIGNATURE,question,train
,answer,train
EXPLOSIVE,question,train
FLAMMABLE,question,train
RADIOACTIVE,question,train
SOLID,question,train
X,answer,train
LIQUID,question,train
PRESSURIZED,question,train
COLOR,question,train
Brown,answer,train
00860012,other,train
DESSICATOR,question,train
FREEZER,question,train
OTHER,question,train
☑,other,train
HAZLETON LABORATORIES AMERICA INC,header,train
9200 LEESBURG TURNPIKE VIENNA VIRGINIA 22180 USA,other,train
